"Year","Month","Day","Temp.SanDiego","Temp.RapidCity"
2000,3,27,58.5,45.3
2000,3,28,58.4,40.8
2000,3,29,58.4,47.1
2000,3,30,58.8,41.8
2000,3,31,59.1,39.3
2000,4,1,64,40.8
2000,4,2,64.3,41.7
2000,4,3,61.8,33.4
2000,4,4,61.4,42
2000,4,5,60,55.8
2000,4,6,58.6,38.5
2000,4,7,60.1,36.6
2000,4,8,61,38.4
2000,4,9,63.3,44.2
2000,4,10,60,44.4
2000,4,11,62.1,33.1
2000,4,12,63,40.8
2000,4,13,61.5,55.2
2000,4,14,62.4,37.9
2000,4,15,60.1,20.7
2000,4,16,60.2,27.3
2000,4,17,60.2,46.2
2000,4,18,59.1,53.8
2000,4,19,59.5,36.6
2000,4,20,61.1,33.1
2000,4,21,61,39.7
2000,4,22,59.7,53.2
2000,4,23,60.7,55.7
2000,4,24,61.7,49.8
2000,4,25,63.8,49.7
2000,4,26,66.8,51.7
2000,4,27,63.2,49.7
2000,4,28,61.3,49
2000,4,29,62.3,51.4
2000,4,30,64.8,50.1
2000,5,1,67,53.7
2000,5,2,66.5,60.9
2000,5,3,65.4,65.8
2000,5,4,63.3,65.1
2000,5,5,62.9,68.3
2000,5,6,63.4,60.2
2000,5,7,63.3,55.9
2000,5,8,64.2,48.2
2000,5,9,64.8,52.1
2000,5,10,63.2,56.8
2000,5,11,62.1,51.6
2000,5,12,64.3,44.1
2000,5,13,65.4,42.1
2000,5,14,63,50.2
2000,5,15,62.2,56.3
2000,5,16,63,59
2000,5,17,61.5,54.7
2000,5,18,63.8,46
2000,5,19,65.1,52.5
2000,5,20,64.3,59.2
2000,5,21,62.9,60.7
2000,5,22,62.2,65.5
2000,5,23,62.1,61.3
2000,5,24,63.2,55.9
2000,5,25,64,56.5
2000,5,26,64.6,57.3
2000,5,27,66.2,57.4
2000,5,28,67.6,64.2
2000,5,29,63.9,64.2
2000,5,30,63.9,53.8
2000,5,31,63.9,53.7
2000,6,1,65,54.1
2000,6,2,65.9,50.8
2000,6,3,66.5,62.5
2000,6,4,67.3,56.2
2000,6,5,67.4,54.6
2000,6,6,66.5,67.1
2000,6,7,67.2,73.4
2000,6,8,66.6,77.7
2000,6,9,64.3,76
2000,6,10,64.4,68.9
2000,6,11,65,66.7
2000,6,12,65.6,67.9
2000,6,13,66,64.8
2000,6,14,64.4,61.1
2000,6,15,66.2,62.8
2000,6,16,66.4,54.5
2000,6,17,65.6,52.5
2000,6,18,65.4,58
2000,6,19,67.7,67.5
2000,6,20,68.1,59.1
2000,6,21,68.6,60.2
2000,6,22,68.7,69
2000,6,23,66.4,69.6
2000,6,24,67.9,65.6
2000,6,25,71.6,63.9
2000,6,26,72.6,59
2000,6,27,70.5,56.5
2000,6,28,69.1,59.7
2000,6,29,68.1,62.5
2000,6,30,68.4,70.8
2000,7,1,68.3,76.1
2000,7,2,67.6,74.5
2000,7,3,67.8,74.8
2000,7,4,67,72.9
2000,7,5,67.6,71.5
2000,7,6,66.6,77.6
2000,7,7,67.3,77.9
2000,7,8,66.1,76
2000,7,9,66.3,72
2000,7,10,67.2,71
2000,7,11,66.8,73.1
2000,7,12,67.1,76.7
2000,7,13,68,79.3
2000,7,14,69,80.4
2000,7,15,67.9,77.7
2000,7,16,66.8,68.9
2000,7,17,67.7,63.7
2000,7,18,70.5,64.3
2000,7,19,71.3,63.9
2000,7,20,68,61.6
2000,7,21,66.4,63.4
2000,7,22,67.7,66.9
2000,7,23,71,72.8
2000,7,24,69.7,79.7
2000,7,25,70.3,73.3
2000,7,26,68.2,73.7
2000,7,27,67.6,78.3
2000,7,28,68.8,77.7
2000,7,29,69.2,74.9
2000,7,30,69.1,77.2
2000,7,31,68.6,80.2
2000,8,1,73.3,77.3
2000,8,2,73.5,73.7
2000,8,3,72.6,73.2
2000,8,4,72.1,77
2000,8,5,70.3,78.8
2000,8,6,67.9,74.7
2000,8,7,68.3,72.3
2000,8,8,69.7,72.1
2000,8,9,69.7,75.7
2000,8,10,73.1,85.3
2000,8,11,73.9,84.7
2000,8,12,73.1,78
2000,8,13,71.4,76.5
2000,8,14,71,82.9
2000,8,15,72.1,72.4
2000,8,16,74.4,71.2
2000,8,17,73.6,69.5
2000,8,18,72.5,66.4
2000,8,19,73.1,75.1
2000,8,20,71.4,73.3
2000,8,21,70.8,68.8
2000,8,22,69.7,69.4
2000,8,23,71.1,72.1
2000,8,24,71.6,81.8
2000,8,25,71.9,81.3
2000,8,26,71.4,75.2
2000,8,27,70.4,78.5
2000,8,28,69,69.6
2000,8,29,67.8,65.8
2000,8,30,67.9,78.3
2000,8,31,68.3,62
2000,9,1,68.9,68
2000,9,2,69.4,75.4
2000,9,3,68.8,73.1
2000,9,4,68.6,73.3
2000,9,5,68.8,77.9
2000,9,6,70.4,72.5
2000,9,7,70.6,60.2
2000,9,8,70,70
2000,9,9,66.4,71.6
2000,9,10,67.2,61.5
2000,9,11,70.8,62.1
2000,9,12,76.1,61.8
2000,9,13,73.4,69.9
2000,9,14,72.4,65.3
2000,9,15,71.2,66.1
2000,9,16,72.5,73.5
2000,9,17,71.8,73.6
2000,9,18,70.6,79.8
2000,9,19,69.8,62.9
2000,9,20,69.3,52.4
2000,9,21,69.4,51.5
2000,9,22,69.4,43.1
2000,9,23,69.3,34.3
2000,9,24,67.8,38.9
2000,9,25,68.8,47.6
2000,9,26,70.4,57.4
2000,9,27,68.8,59.3
2000,9,28,70.1,62.3
2000,9,29,68.5,67.3
2000,9,30,67.5,64.8
2000,10,1,67.3,60.4
2000,10,2,69,52.7
2000,10,3,68.1,46.3
2000,10,4,67,39.8
2000,10,5,67,35.8
2000,10,6,66.1,30.6
2000,10,7,67.6,28.6
2000,10,8,67.7,35.6
2000,10,9,67.4,49.1
2000,10,10,66.2,51.9
2000,10,11,62.9,55.3
2000,10,12,62.5,56.1
2000,10,13,62,55.6
2000,10,14,64.3,48
2000,10,15,64.9,43.6
2000,10,16,64.8,51.4
2000,10,17,63.1,54.1
2000,10,18,65,56.9
2000,10,19,65.4,62.8
2000,10,20,65.5,55.2
2000,10,21,64.5,58.3
2000,10,22,63.8,53
2000,10,23,65.7,46.4
2000,10,24,65.6,52.2
2000,10,25,65.2,54.4
2000,10,26,63.1,50.2
2000,10,27,60.7,48.4
2000,10,28,61.1,54.9
2000,10,29,61.7,55.3
2000,10,30,62.5,53
2000,10,31,60.2,49.6
2000,11,1,59.9,42.6
2000,11,2,61.2,40.9
2000,11,3,62,35.5
2000,11,4,66.8,36.8
2000,11,5,62.3,40.8
2000,11,6,62.4,27.1
2000,11,7,60.3,19.7
2000,11,8,60.6,23.3
2000,11,9,59.4,18
2000,11,10,58,16.4
2000,11,11,55.9,16.2
2000,11,12,54.2,11.2
2000,11,13,55.2,15
2000,11,14,54.1,19.2
2000,11,15,54.7,24.3
2000,11,16,53.9,18.2
2000,11,17,55.6,18.8
2000,11,18,56.2,23.5
2000,11,19,57.9,30.6
2000,11,20,60.2,22.9
2000,11,21,60.7,30.4
2000,11,22,58.2,29.7
2000,11,23,56.3,34.3
2000,11,24,55,35
2000,11,25,55.7,37.4
2000,11,26,56.4,28.3
2000,11,27,56.8,34.7
2000,11,28,56.3,37.8
2000,11,29,57.8,29.7
2000,11,30,57.5,24.7
2000,12,1,55.3,20.5
2000,12,2,56,22.6
2000,12,3,54,33.5
2000,12,4,58.7,32.6
2000,12,5,65.2,22
2000,12,6,63.8,27.6
2000,12,7,63.9,38.8
2000,12,8,60.4,28.7
2000,12,9,60.3,28.7
2000,12,10,60,0.7
2000,12,11,56.8,-1.9
2000,12,12,57.2,-9
2000,12,13,54.3,-1.6
2000,12,14,55.2,11.5
2000,12,15,55.6,15.1
2000,12,16,57.6,6.1
2000,12,17,59.3,11.2
2000,12,18,60.6,25.7
2000,12,19,60.1,16.8
2000,12,20,56.9,26.7
2000,12,21,54.3,3
2000,12,22,53.6,4
2000,12,23,52.8,12.3
2000,12,24,52.9,7.4
2000,12,25,54.1,14.7
2000,12,26,56.7,17.3
2000,12,27,57.2,29.9
2000,12,28,57.6,36.9
2000,12,29,56.3,28.2
2000,12,30,57.5,16.4
2000,12,31,55,11.1
2001,1,1,57.2,13.1
2001,1,2,55.9,28.8
2001,1,3,58.6,40.7
2001,1,4,61.6,44.1
2001,1,5,61.8,36.6
2001,1,6,60.4,42.4
2001,1,7,58.2,38.3
2001,1,8,56.3,29
2001,1,9,55,36.6
2001,1,10,56,34.1
2001,1,11,54.4,36.1
2001,1,12,50.7,31.6
2001,1,13,51.8,28.2
2001,1,14,52,21
2001,1,15,53.4,25.8
2001,1,16,52.2,20.3
2001,1,17,50.6,18.2
2001,1,18,51,30.3
2001,1,19,52.7,18.4
2001,1,20,56.8,30.8
2001,1,21,57.1,31.9
2001,1,22,56.7,34.8
2001,1,23,53.9,29
2001,1,24,52.7,26.9
2001,1,25,52.7,33.7
2001,1,26,50.1,28.7
2001,1,27,48.5,23.2
2001,1,28,50.7,24.8
2001,1,29,53.2,31.1
2001,1,30,52.3,34
2001,1,31,52.9,25.1
2001,2,1,53.5,15.3
2001,2,2,56.1,25.2
2001,2,3,60.1,40.8
2001,2,4,65,38.5
2001,2,5,65.9,37.3
2001,2,6,59.2,29.3
2001,2,7,54.8,15.6
2001,2,8,47.8,8
2001,2,9,51.7,-3.9
2001,2,10,51.3,1.8
2001,2,11,52.4,-0.5
2001,2,12,54.3,6.8
2001,2,13,53.9,17.3
2001,2,14,49.7,6.5
2001,2,15,51,12.2
2001,2,16,54.4,7.6
2001,2,17,57.2,9
2001,2,18,56.5,17.4
2001,2,19,56.4,35.3
2001,2,20,57.3,21.9
2001,2,21,55.8,21.7
2001,2,22,56.2,27.8
2001,2,23,52.8,22
2001,2,24,49.9,24.4
2001,2,25,53.9,20.8
2001,2,26,53.7,14
2001,2,27,55.1,7.6
2001,2,28,52.2,13.2
2001,3,1,53.9,24.5
2001,3,2,53.8,29.5
2001,3,3,56.1,34.6
2001,3,4,56.3,32.1
2001,3,5,56.7,26.2
2001,3,6,58.3,30.9
2001,3,7,57.2,36.9
2001,3,8,57,34.4
2001,3,9,57.3,37.1
2001,3,10,55,34.5
2001,3,11,55.5,27.4
2001,3,12,56.6,33.7
2001,3,13,56.8,42.4
2001,3,14,57.7,40
2001,3,15,57,30.3
2001,3,16,57,28.6
2001,3,17,58.4,33
2001,3,18,60.8,40.2
2001,3,19,64.7,37.8
2001,3,20,64.4,44.7
2001,3,21,58.3,42.9
2001,3,22,58.2,36.5
2001,3,23,60,28.3
2001,3,24,58.3,24.7
2001,3,25,59.5,26.5
2001,3,26,59.7,29.3
2001,3,27,59.5,36
2001,3,28,58.5,39.9
2001,3,29,58.4,42
2001,3,30,62,38.9
2001,3,31,61.9,34.2
2001,4,1,59.7,40.5
2001,4,2,58.9,37.8
2001,4,3,56.8,37.8
2001,4,4,55.9,42.5
2001,4,5,55.8,41.2
2001,4,6,55.9,43.8
2001,4,7,55,41.3
2001,4,8,54.6,43.2
2001,4,9,52.8,42.5
2001,4,10,51.8,40.7
2001,4,11,55.6,41.9
2001,4,12,57.1,41
2001,4,13,57.6,44.3
2001,4,14,58.1,41.8
2001,4,15,57.2,39.2
2001,4,16,59.5,32.4
2001,4,17,60.3,34
2001,4,18,61.1,54.5
2001,4,19,59.4,58.6
2001,4,20,58.5,49.5
2001,4,21,56,40.5
2001,4,22,56,31.7
2001,4,23,60.8,34.7
2001,4,24,68.2,47.4
2001,4,25,67.1,55.8
2001,4,26,59,63.3
2001,4,27,59.2,62.3
2001,4,28,58.7,68.1
2001,4,29,59.2,64.2
2001,4,30,60.5,54.1
2001,5,1,59.9,59.7
2001,5,2,57.8,48.9
2001,5,3,62,49.4
2001,5,4,63.1,50.7
2001,5,5,63,45.6
2001,5,6,62.8,48.1
2001,5,7,63.9,47.8
2001,5,8,64.4,57.3
2001,5,9,63.6,62.9
2001,5,10,62.2,54.4
2001,5,11,61.8,52.8
2001,5,12,61.9,60.9
2001,5,13,62.3,68.8
2001,5,14,62.8,74.3
2001,5,15,63,66.8
2001,5,16,62.1,60.6
2001,5,17,61.6,57.3
2001,5,18,63,60.2
2001,5,19,62.6,64.2
2001,5,20,64.4,56.2
2001,5,21,63.6,47.7
2001,5,22,64.8,51.9
2001,5,23,64.7,54.9
2001,5,24,62.7,49.1
2001,5,25,63.5,49.5
2001,5,26,63.2,56.5
2001,5,27,63.1,65.7
2001,5,28,63.2,62.8
2001,5,29,64.4,59.2
2001,5,30,64.4,59
2001,5,31,64.5,60.6
2001,6,1,63,59.1
2001,6,2,63.3,59.9
2001,6,3,63.1,55.7
2001,6,4,63.3,50.8
2001,6,5,63.9,51.3
2001,6,6,64.6,59.8
2001,6,7,63.9,59.2
2001,6,8,65.3,62.2
2001,6,9,66.9,68.5
2001,6,10,65.3,67.8
2001,6,11,65.4,69.6
2001,6,12,64.4,61.1
2001,6,13,64.3,60.7
2001,6,14,66.1,55.2
2001,6,15,67.6,55.6
2001,6,16,66.7,60.3
2001,6,17,67.7,64.3
2001,6,18,68,64.9
2001,6,19,68,56.2
2001,6,20,68.3,57.9
2001,6,21,68.5,60.4
2001,6,22,71.2,65.9
2001,6,23,71.4,75.4
2001,6,24,69.3,81.9
2001,6,25,68.2,80.1
2001,6,26,69.3,72.3
2001,6,27,69.5,75.6
2001,6,28,69.5,78.7
2001,6,29,68.2,75.7
2001,6,30,66.7,72.6
2001,7,1,67.9,58.7
2001,7,2,69.2,61.7
2001,7,3,70.2,69.9
2001,7,4,72.3,73.6
2001,7,5,72.1,76.9
2001,7,6,71.4,83.1
2001,7,7,71.1,75.3
2001,7,8,70.7,73.3
2001,7,9,68.8,73.3
2001,7,10,67.8,71.4
2001,7,11,66.9,72.2
2001,7,12,67.1,72.8
2001,7,13,67.5,75.7
2001,7,14,65.3,75.5
2001,7,15,64.7,71
2001,7,16,66.2,76.7
2001,7,17,66,78.2
2001,7,18,66.5,77.9
2001,7,19,67,76.8
2001,7,20,66.7,76.4
2001,7,21,67.4,80.9
2001,7,22,67.3,76.5
2001,7,23,67.7,74.7
2001,7,24,66.4,72.8
2001,7,25,67,73.1
2001,7,26,68.2,69.2
2001,7,27,69.3,69.3
2001,7,28,68.9,75.7
2001,7,29,68,76.3
2001,7,30,66.9,78.2
2001,7,31,66.7,74.8
2001,8,1,67.7,73.6
2001,8,2,68,77.2
2001,8,3,67.7,82.3
2001,8,4,68.1,85.1
2001,8,5,68.4,84.2
2001,8,6,68.7,81.8
2001,8,7,69.9,87.3
2001,8,8,68.8,83.7
2001,8,9,68.7,67.9
2001,8,10,69.3,63.7
2001,8,11,68.2,73
2001,8,12,68.8,72.9
2001,8,13,70,72.2
2001,8,14,71.6,73.2
2001,8,15,70.9,70.7
2001,8,16,70.5,65.6
2001,8,17,70.2,73
2001,8,18,71.3,68.8
2001,8,19,71.6,69.9
2001,8,20,69.4,75
2001,8,21,67.6,79.3
2001,8,22,65.5,75.3
2001,8,23,68.2,72.9
2001,8,24,68.4,73.2
2001,8,25,67.3,76.6
2001,8,26,66.6,76.8
2001,8,27,66.8,72.9
2001,8,28,64.5,73.5
2001,8,29,65.8,70.2
2001,8,30,68.8,67.1
2001,8,31,67.9,70.4
2001,9,1,68.7,76
2001,9,2,70.2,78.5
2001,9,3,69.4,72.1
2001,9,4,68.3,78.8
2001,9,5,68.4,81.7
2001,9,6,65.6,71.5
2001,9,7,65.8,58.9
2001,9,8,65.1,52.8
2001,9,9,66.1,51.4
2001,9,10,66.6,56.9
2001,9,11,66.6,69.6
2001,9,12,68.2,61.8
2001,9,13,66.6,56.2
2001,9,14,67.2,54.4
2001,9,15,67.4,53.1
2001,9,16,68.5,55.5
2001,9,17,66.2,55.2
2001,9,18,66.4,58.9
2001,9,19,67.4,64
2001,9,20,66.4,63.1
2001,9,21,66.3,57.3
2001,9,22,66.3,67.2
2001,9,23,65.5,50.2
2001,9,24,66.3,52.1
2001,9,25,72.2,60.4
2001,9,26,70.2,61.7
2001,9,27,66.2,65.2
2001,9,28,64.4,64.5
2001,9,29,65.3,68.4
2001,9,30,66.1,61.4
2001,10,1,73.1,63.3
2001,10,2,68.9,66.2
2001,10,3,66,51.6
2001,10,4,67.5,47.6
2001,10,5,65,40.3
2001,10,6,64.1,42.8
2001,10,7,66,51.2
2001,10,8,65.8,60.3
2001,10,9,64.7,52.1
2001,10,10,65,48.2
2001,10,11,65.3,42.9
2001,10,12,65.8,47.4
2001,10,13,67.1,44.7
2001,10,14,64.5,43.6
2001,10,15,65.8,41.3
2001,10,16,66.2,37.2
2001,10,17,64.1,51.7
2001,10,18,63.4,45.6
2001,10,19,64.4,46.4
2001,10,20,64.6,50.8
2001,10,21,63.7,47.8
2001,10,22,65.3,53
2001,10,23,63.8,49.7
2001,10,24,63.7,40.2
2001,10,25,63.6,37.6
2001,10,26,64,35
2001,10,27,64.2,44.4
2001,10,28,65,58
2001,10,29,65.9,40.5
2001,10,30,64.9,45.7
2001,10,31,65.9,51.1
2001,11,1,63.9,48.9
2001,11,2,62.9,44.2
2001,11,3,62.8,50.3
2001,11,4,64.9,49.4
2001,11,5,63.8,52
2001,11,6,62,52
2001,11,7,61.4,47.4
2001,11,8,61.7,37.2
2001,11,9,62.2,45.4
2001,11,10,63.6,47.1
2001,11,11,64.8,44.2
2001,11,12,64.3,48.4
2001,11,13,61.4,46.9
2001,11,14,59.6,51
2001,11,15,61.4,51.7
2001,11,16,61,47.2
2001,11,17,59.9,45.3
2001,11,18,60.6,40.4
2001,11,19,59.7,25.3
2001,11,20,60,40.4
2001,11,21,62.8,43.2
2001,11,22,62.2,41.7
2001,11,23,63,39.1
2001,11,24,59.1,39.6
2001,11,25,59.4,32.2
2001,11,26,56.6,20.9
2001,11,27,55.5,10.9
2001,11,28,54.1,4.1
2001,11,29,54.9,15.1
2001,11,30,56.7,25.9
2001,12,1,54.7,25.1
2001,12,2,54.9,40
2001,12,3,57.1,41.8
2001,12,4,55.7,37.7
2001,12,5,53.5,33.9
2001,12,6,55.6,35.2
2001,12,7,59.5,35
2001,12,8,61.8,31.8
2001,12,9,58.9,38.5
2001,12,10,53.7,31.4
2001,12,11,52.2,27.3
2001,12,12,54.5,24
2001,12,13,53.9,25.1
2001,12,14,52.2,31.4
2001,12,15,52.3,32.8
2001,12,16,50.9,28.9
2001,12,17,52.3,34.6
2001,12,18,52.4,35.4
2001,12,19,54.8,24.4
2001,12,20,52.8,31.6
2001,12,21,55.4,33.8
2001,12,22,53.4,23.5
2001,12,23,53.9,22.7
2001,12,24,54.2,21.8
2001,12,25,55.3,26.9
2001,12,26,53.5,34.6
2001,12,27,55.1,32.6
2001,12,28,55.7,22.7
2001,12,29,57.7,13.6
2001,12,30,58.9,10.9
2001,12,31,59.7,7.7
2002,1,1,57.2,8.3
2002,1,2,57.4,9.2
2002,1,3,58.3,25.2
2002,1,4,58.5,39.6
2002,1,5,57.8,34.9
2002,1,6,57.1,31.9
2002,1,7,60.9,38
2002,1,8,59.4,47.4
2002,1,9,57.9,44.4
2002,1,10,57.6,35.1
2002,1,11,58.2,33.5
2002,1,12,62.1,32.5
2002,1,13,54.9,38.9
2002,1,14,54.6,29.4
2002,1,15,57.5,17
2002,1,16,57.3,15.5
2002,1,17,54.1,20.1
2002,1,18,53.1,12.6
2002,1,19,53.6,20.3
2002,1,20,54.2,29.6
2002,1,21,54.5,33.6
2002,1,22,55.9,38.8
2002,1,23,55,26.7
2002,1,24,53.6,26.6
2002,1,25,54.6,41.9
2002,1,26,55.1,46.1
2002,1,27,54.5,31.4
2002,1,28,54.5,12.9
2002,1,29,50.3,6.4
2002,1,30,47.5,13.6
2002,1,31,49.3,18.2
2002,2,1,49.6,27.3
2002,2,2,52,32.4
2002,2,3,52.8,28
2002,2,4,54.4,27.4
2002,2,5,55,29.8
2002,2,6,54.4,39.3
2002,2,7,53.5,42.2
2002,2,8,54.3,37.7
2002,2,9,58.6,30.1
2002,2,10,62.4,25.6
2002,2,11,60.4,39.4
2002,2,12,58.5,30.9
2002,2,13,54.8,29.1
2002,2,14,56.8,40.8
2002,2,15,56.5,30.2
2002,2,16,57.1,53.4
2002,2,17,55.9,44.3
2002,2,18,55,42.6
2002,2,19,53.7,37
2002,2,20,55.8,31.6
2002,2,21,60,40
2002,2,22,68.7,42.5
2002,2,23,64.3,43.1
2002,2,24,58.9,22.7
2002,2,25,58.1,11.1
2002,2,26,59.1,8.1
2002,2,27,58.9,16.2
2002,2,28,57.1,17.9
2002,3,1,58.3,5.3
2002,3,2,59.3,2.5
2002,3,3,58.8,5.9
2002,3,4,58.4,33.4
2002,3,5,57.3,39.5
2002,3,6,57.2,22
2002,3,7,58.9,17.7
2002,3,8,56.2,11.3
2002,3,9,56,7.5
2002,3,10,59,15.9
2002,3,11,58.6,31.6
2002,3,12,58.9,48.2
2002,3,13,59.2,36.7
2002,3,14,57.7,26.7
2002,3,15,55.3,17.8
2002,3,16,55,19.5
2002,3,17,54.7,27.9
2002,3,18,53.4,25.1
2002,3,19,56,23.6
2002,3,20,57.8,18.6
2002,3,21,59.7,6.6
2002,3,22,58.9,7.8
2002,3,23,57.9,21.9
2002,3,24,57.6,21.3
2002,3,25,56,15.4
2002,3,26,58.5,21.4
2002,3,27,56.9,32.3
2002,3,28,56.9,33.4
2002,3,29,57.3,36.3
2002,3,30,57.8,36.3
2002,3,31,57.3,34.9
2002,4,1,56.7,41.9
2002,4,2,56.9,20.6
2002,4,3,56.4,17.2
2002,4,4,58.2,29.1
2002,4,5,58,38.8
2002,4,6,58,57.5
2002,4,7,58.9,50.8
2002,4,8,60.2,40
2002,4,9,60.6,48.6
2002,4,10,58.9,51.3
2002,4,11,59.4,49.9
2002,4,12,58.2,52.6
2002,4,13,59.8,60.1
2002,4,14,58.7,63.8
2002,4,15,57.3,59.9
2002,4,16,57.8,51.6
2002,4,17,58,47.2
2002,4,18,57.4,48.5
2002,4,19,57.4,33.4
2002,4,20,58.7,36
2002,4,21,58.6,31.8
2002,4,22,61.2,45.2
2002,4,23,62.6,53.6
2002,4,24,59.7,40.6
2002,4,25,61,39
2002,4,26,59.4,39.3
2002,4,27,58.2,43.1
2002,4,28,59.1,42.9
2002,4,29,59.8,51.8
2002,4,30,59.7,49.3
2002,5,1,58.4,38.4
2002,5,2,58.3,42
2002,5,3,59.1,54.3
2002,5,4,58.4,46.4
2002,5,5,58.3,55.1
2002,5,6,58.6,47.3
2002,5,7,58,37.2
2002,5,8,59.5,42
2002,5,9,59.8,41.1
2002,5,10,60.3,47.2
2002,5,11,60.1,43.2
2002,5,12,64.8,48.2
2002,5,13,68.3,53.9
2002,5,14,64.1,60.1
2002,5,15,60.4,61.4
2002,5,16,59.6,50.5
2002,5,17,61.3,47.3
2002,5,18,61,50.6
2002,5,19,61,51.7
2002,5,20,62,53
2002,5,21,61.6,62.9
2002,5,22,60.4,58.3
2002,5,23,61.7,44
2002,5,24,61.2,39
2002,5,25,59.5,53.9
2002,5,26,61.4,60.4
2002,5,27,62.4,60.4
2002,5,28,62.6,66.2
2002,5,29,63.9,69.9
2002,5,30,62.1,71.8
2002,5,31,63.5,68.8
2002,6,1,63.5,71.5
2002,6,2,62.9,62.5
2002,6,3,61.8,58.6
2002,6,4,63.1,59.5
2002,6,5,64.6,59.1
2002,6,6,63.3,69
2002,6,7,63.1,66.1
2002,6,8,61.5,64.6
2002,6,9,61.3,71.7
2002,6,10,62.5,67.9
2002,6,11,63.6,62.2
2002,6,12,64,62.1
2002,6,13,64.6,59.2
2002,6,14,65.1,62.4
2002,6,15,64.9,68
2002,6,16,67.1,69.5
2002,6,17,66.5,74.6
2002,6,22,65.3,81.9
2002,6,23,65.3,76.5
2002,6,24,63.2,78.6
2002,6,25,64,80.2
2002,6,26,65.8,79.9
2002,6,27,64.2,81.1
2002,6,28,63.1,86.2
2002,6,29,63.9,89.4
2002,6,30,63.4,84
2002,7,1,65.2,78.4
2002,7,2,65.6,76.9
2002,7,3,66.2,76.8
2002,7,4,63.9,85.2
2002,7,5,63.7,79.7
2002,7,6,64.1,79.1
2002,7,7,65.3,75.5
2002,7,8,66,78.3
2002,7,9,65.1,79
2002,7,10,66.8,71.1
2002,7,11,68.4,66.2
2002,7,12,68.2,70.9
2002,7,13,68.5,77.8
2002,7,14,67.6,82
2002,7,15,67.2,89.3
2002,7,16,67.5,88.4
2002,7,17,68.1,86.7
2002,7,18,67,80.9
2002,7,19,66.8,82
2002,7,20,64.5,85.1
2002,7,21,65.5,71.1
2002,7,22,67.2,69.8
2002,7,23,69.1,75.1
2002,7,24,72,79
2002,7,25,72.8,79.2
2002,7,26,69.2,76.4
2002,7,27,66,76.7
2002,7,28,66.9,73.1
2002,7,29,67,75
2002,7,30,67.3,82.2
2002,7,31,67.4,83.2
2002,8,1,67.7,71.4
2002,8,2,67.4,69.5
2002,8,3,67,82.1
2002,8,4,67.5,71.4
2002,8,5,67.4,68.4
2002,8,6,67.6,75.7
2002,8,7,68.3,84.9
2002,8,8,67.4,77
2002,8,9,68.6,65.2
2002,8,10,68.6,68.8
2002,8,11,68.1,76
2002,8,12,68.7,62.4
2002,8,13,66.6,63.5
2002,8,14,67.9,74.4
2002,8,15,69.4,69.5
2002,8,16,67.6,72.4
2002,8,17,68.3,59.2
2002,8,18,66.1,60.7
2002,8,19,66.1,65.3
2002,8,20,67.8,72.8
2002,8,21,69.2,69.3
2002,8,22,68.2,68.8
2002,8,23,67.9,70.7
2002,8,24,67.9,69.4
2002,8,25,67.6,70.4
2002,8,26,67.9,71.4
2002,8,27,65.7,59.4
2002,8,28,65.7,70.8
2002,8,29,66.8,74
2002,8,30,67.8,75.3
2002,8,31,70.2,76.9
2002,9,1,75,77.2
2002,9,2,76.9,71.2
2002,9,3,71.6,71.3
2002,9,4,69,79.2
2002,9,5,70.4,77.5
2002,9,6,69.5,82.1
2002,9,8,67.8,72.6
2002,9,9,69.1,60.8
2002,9,10,73.2,60.5
2002,9,11,71.9,64.2
2002,9,12,69.3,61
2002,9,13,69.1,57.9
2002,9,14,68.3,61
2002,9,15,68.7,64.9
2002,9,16,68.2,69.7
2002,9,17,64.1,71.6
2002,9,18,65.3,59
2002,9,19,66.7,56.6
2002,9,20,68,55.7
2002,9,21,68.1,51.9
2002,9,22,70.3,47.4
2002,9,23,70.1,49.6
2002,9,24,68.9,52.6
2002,9,25,66.6,46.1
2002,9,26,68.3,47.3
2002,9,27,66.8,49.5
2002,9,28,66.5,45.7
2002,9,29,66.7,54.3
2002,9,30,66.1,65.1
2002,10,1,64.8,49.2
2002,10,2,63.2,40.7
2002,10,3,64.7,44
2002,10,4,65.7,48.9
2002,10,5,66.3,45.7
2002,10,6,68.2,44.6
2002,10,7,68.3,52.6
2002,10,8,65.2,49.6
2002,10,9,66.4,49.2
2002,10,10,65.4,52.7
2002,10,11,65.6,52.5
2002,10,12,64.8,38.9
2002,10,13,64.5,40.4
2002,10,14,64,50.2
2002,10,15,63.3,43.2
2002,10,16,63,41.7
2002,10,17,61.9,40.8
2002,10,18,63.5,48.6
2002,10,19,63.6,41.3
2002,10,20,64.7,45.5
2002,10,21,61.7,34.8
2002,10,22,63.2,27.8
2002,10,23,63.9,21.9
2002,10,24,61.9,25.8
2002,10,25,61.8,32.8
2002,10,26,62.7,37
2002,10,27,61.5,35.1
2002,10,28,60.3,35.6
2002,10,29,61.8,28.8
2002,10,30,61.9,15.5
2002,10,31,62,14.4
2002,11,1,62.8,15
2002,11,2,61.8,21.6
2002,11,3,60.1,32.3
2002,11,4,61.5,32.6
2002,11,5,60.5,39.1
2002,11,6,61.1,42
2002,11,7,60.4,46.2
2002,11,8,61.7,48.6
2002,11,9,64.3,49.6
2002,11,10,63.3,34.8
2002,11,11,60.8,34.5
2002,11,12,65.1,40.2
